Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Age_Group
2014-08-27 14:03:54,23,Male,United States,PA,No,Yes,No,Sometimes,,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,Don't Know,No,some,No,No,Don't Know,No,No,18-25
2014-08-27 14:03:59,22,Male,Australia,Not Applicable,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't Know,Don't Know,Yes,Yes,Don't Know,somewhat easy,Don't Know,No,some,Yes,No,Yes,No,Yes,18-25
2014-08-27 14:06:26,27,Male,Portugal,Not Applicable,No,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,Don't Know,Yes,No,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:10:15,18,Male,United States,TX,No,No,Yes,Sometimes,6-25,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,Yes,No,No,No,No,Don't Know,Don't Know,No,18-25
2014-08-27 14:10:47,35,Male,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,somewhat difficult,Yes,No,No,some,No,Don't Know,Don't Know,No,36-45
2014-08-27 14:10:53,25,Male,Canada,Not Applicable,No,No,No,Not applicable,,No,No,Don't Know,Don't Know,No,No,Don't Know,Don't Know,No,No,some,some,No,Yes,No,No,26-35
2014-08-27 14:11:46,27,Male,United Kingdom,Not Applicable,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Yes,somewhat easy,Don't Know,Don't Know,Yes,Yes,Yes,Yes,Yes,No,26-35
2014-08-27 14:11:52,26,Female,United States,WA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,some,some,No,No,Don't Know,No,26-35
2014-08-27 14:11:55,18,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,very easy,No,No,some,some,No,Don't Know,Yes,No,18-25
2014-08-27 14:13:02,38,Female,United States,TX,No,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Don't Know,Don't Know,No,Don't Know,some,No,No,No,Don't Know,Yes,36-45
2014-08-27 14:13:16,26,Female,United States,TX,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't Know,Don't Know,somewhat easy,Don't Know,No,some,No,No,No,Don't Know,No,26-35
2014-08-27 14:13:24,30,Male,Switzerland,Not Applicable,Yes,No,No,Never,1-5,No,Yes,No,No,No,No,No,somewhat easy,No,No,Yes,Yes,No,No,Yes,No,26-35
2014-08-27 14:14:52,35,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,Yes,Don't Know,some,some,No,No,Don't Know,No,36-45
2014-08-27 14:15:13,45,Male,United States,NY,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Don't Know,No,some,some,No,Don't Know,Don't Know,No,46-55
2014-08-27 14:15:21,32,Male,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,No,No,Don't Know,Don't Know,Don't Know,Don't Know,No,some,some,No,No,Don't Know,No,26-35
2014-08-27 14:15:57,56,Male,United States,Not Applicable,No,No,Yes,Never,More than 1000,No,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,Don't Know,Yes,some,No,Don't Know,Don't Know,No,56-65
2014-08-27 14:16:00,24,Female,United States,CA,No,No,No,Not applicable,,No,Yes,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,some,No,No,Don't Know,No,No,18-25
2014-08-27 14:18:20,30,Female,United States,SC,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't Know,Don't Know,very easy,No,No,Yes,Yes,No,Yes,Yes,No,26-35
2014-08-27 14:18:41,60,Male,United States,CA,No,No,No,Not applicable,More than 1000,No,Yes,Yes,No,Don't Know,Yes,Don't Know,Don't Know,No,No,some,Yes,Don't Know,Don't Know,Yes,No,56-65
2014-08-27 14:18:44,33,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't Know,Don't Know,Yes,No,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:19:08,37,Male,United States,NY,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't Know,Don't Know,No,No,some,Yes,Don't Know,Don't Know,Don't Know,No,36-45
2014-08-27 14:19:12,23,Female,United States,NY,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't Know,Don't Know,No,No,some,some,No,No,Yes,No,18-25
2014-08-27 14:20:08,31,Female,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't Know,Don't Know,Don't Know,Yes,somewhat easy,No,No,Yes,Yes,No,No,Yes,No,26-35
2014-08-27 14:20:43,26,Male,United States,MA,No,No,No,Rarely,,No,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,No,No,some,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:21:37,28,Female,United States,WA,No,Yes,Yes,Often,,Yes,No,Yes,Yes,Yes,Yes,Yes,somewhat easy,Yes,No,some,Yes,No,No,Yes,No,26-35
2014-08-27 14:21:42,37,Female,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Don't Know,Yes,Don't Know,somewhat easy,No,No,some,Yes,No,No,Yes,No,36-45
2014-08-27 14:22:00,26,Male,Canada,Not Applicable,No,Yes,Yes,Often,6-25,No,Yes,Yes,No,No,Don't Know,Don't Know,Don't Know,Don't Know,No,some,some,Don't Know,Don't Know,Yes,No,26-35
2014-08-27 14:22:36,30,Non-binary/Other,United States,IL,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,Don't Know,No,No,Don't Know,somewhat easy,Don't Know,No,some,Yes,No,No,Don't Know,No,26-35
2014-08-27 14:22:43,26,Male,United States,IN,No,No,No,Not applicable,26-100,No,Yes,No,No,No,No,Don't Know,Don't Know,No,No,some,some,No,No,Don't Know,Yes,26-35
2014-08-27 14:22:43,25,Male,United States,OR,No,No,No,Not applicable,26-100,Yes,Yes,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,No,No,some,Yes,No,No,Don't Know,No,26-35
2014-08-27 14:23:51,27,Male,United States,TN,No,No,No,Sometimes,,No,Yes,Yes,Don't Know,Yes,Yes,Don't Know,Don't Know,Don't Know,No,some,Yes,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:23:53,25,Male,Canada,Not Applicable,No,No,Yes,Often,6-25,Yes,No,Don't Know,No,No,Don't Know,Don't Know,somewhat difficult,Yes,Don't Know,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:24:15,35,Male,United States,OR,No,No,Yes,Rarely,,No,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Don't Know,No,No,some,Yes,No,No,Don't Know,No,36-45
2014-08-27 14:25:41,36,Male,United States,WA,Yes,No,Yes,Never,1-5,No,Yes,No,Yes,No,No,Don't Know,somewhat easy,Don't Know,No,some,Yes,No,No,Yes,No,36-45
2014-08-27 14:25:54,26,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,Yes,No,No,No,No,No,No,No,26-35
2014-08-27 14:26:32,27,Male,United States,CA,No,Yes,No,Not applicable,More than 1000,No,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,very easy,No,No,Yes,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-27 14:27:20,30,Male,United States,VT,No,No,No,Not applicable,6-25,No,No,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,some,some,No,No,Don't Know,No,26-35
2014-08-27 14:27:27,29,Male,United States,NY,No,No,No,Not applicable,,No,No,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:27:28,25,Male,United States,UT,No,No,No,Never,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,very easy,No,No,some,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-27 14:27:51,22,Female,United States,NY,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,Don't Know,No,No,some,No,No,Yes,Yes,18-25
2014-08-27 14:28:28,29,Male,Latvia,NY,No,No,No,Not applicable,26-100,No,Yes,No,Yes,No,No,Don't Know,somewhat easy,Don't Know,Don't Know,some,some,No,No,Don't Know,No,26-35
2014-08-27 14:28:41,41,Male,United States,SD,No,Yes,Yes,Rarely,,Yes,Yes,Yes,Yes,Don't Know,Yes,Yes,somewhat easy,No,No,some,Yes,Don't Know,Don't Know,Yes,No,36-45
2014-08-27 14:28:43,29,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,No,No,Don't Know,Don't Know,Don't Know,Yes,No,some,some,No,Don't Know,No,No,26-35
2014-08-27 14:28:49,32,Male,United States,OR,No,No,No,Never,,No,Yes,Yes,Don't Know,Don't Know,Yes,Yes,somewhat easy,No,No,some,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-27 14:28:51,24,Female,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't Know,Don't Know,No,some,No,No,Don't Know,Don't Know,No,18-25
2014-08-27 14:29:19,25,Male,United States,CA,No,No,Yes,Rarely,6-25,No,Yes,Yes,No,Don't Know,No,Don't Know,Don't Know,Don't Know,No,No,No,No,No,Don't Know,No,26-35
2014-08-27 14:30:33,25,Male,United States,CA,No,No,No,Not applicable,More than 1000,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:31:06,30,Female,United States,CO,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,Don't Know,Don't Know,No,some,No,No,Don't Know,No,26-35
2014-08-27 14:31:28,25,Male,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't Know,Don't Know,Don't Know,Yes,Don't Know,Don't Know,No,No,Yes,Yes,No,No,Yes,No,26-35
2014-08-27 14:31:44,30,Male,United States,OH,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,Don't Know,Don't Know,Don't Know,No,some,some,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:32:22,33,Male,Germany,Not Applicable,Yes,Yes,Yes,Rarely,1-5,No,No,No,No,No,No,Don't Know,somewhat difficult,Yes,Yes,No,No,Don't Know,No,Yes,Yes,26-35
2014-08-27 14:32:46,24,Male,United States,WA,No,No,No,Not applicable,26-100,No,Yes,Yes,Don't Know,Yes,Yes,Yes,very easy,No,No,some,some,No,Don't Know,Yes,No,18-25
2014-08-27 14:33:44,25,Male,Canada,Not Applicable,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't Know,Don't Know,Don't Know,Yes,Don't Know,some,No,No,No,No,No,26-35
2014-08-27 14:34:47,31,Male,United States,OH,No,No,No,Not applicable,,No,No,Don't Know,No,No,No,Yes,somewhat easy,Don't Know,No,No,No,No,Yes,No,No,26-35
2014-08-27 14:37:33,45,Male,Ireland,Not Applicable,Yes,No,Yes,Often,1-5,No,Yes,No,No,No,No,Don't Know,very difficult,No,No,No,No,No,No,Don't Know,No,46-55
2014-08-27 14:37:35,29,Male,Romania,Not Applicable,No,No,No,Not applicable,6-25,Yes,No,No,Yes,No,No,Don't Know,Don't Know,Don't Know,Don't Know,some,some,Don't Know,Don't Know,No,No,26-35
2014-08-27 14:37:46,46,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,Don't Know,Yes,Don't Know,Don't Know,very easy,No,No,some,some,Don't Know,Don't Know,Don't Know,No,46-55
2014-08-27 14:38:06,30,Male,United Kingdom,Not Applicable,No,No,Yes,Sometimes,26-100,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,Yes,Don't Know,No,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:38:13,29,Female,United States,CA,Yes,No,No,Sometimes,More than 1000,No,Yes,Yes,Don't Know,Don't Know,No,Don't Know,very easy,Don't Know,Don't Know,some,some,No,No,Don't Know,No,26-35
2014-08-27 14:38:26,24,Male,United States,MA,No,No,No,Not applicable,More than 1000,No,Yes,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Yes,No,No,No,No,Don't Know,Don't Know,No,18-25
2014-08-27 14:38:49,29,Male,United States,WA,No,No,No,Not applicable,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,very easy,No,No,some,Yes,No,Don't Know,Yes,No,26-35
2014-08-27 14:38:54,35,Male,United States,MI,No,No,No,Not applicable,26-100,No,No,Don't Know,Don't Know,No,Don't Know,Don't Know,Don't Know,No,No,Yes,Yes,No,No,No,No,36-45
2014-08-27 14:39:07,33,Female,United States,WA,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,Don't Know,very difficult,Yes,Don't Know,some,some,No,Don't Know,No,No,26-35
2014-08-27 14:39:20,27,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,very easy,Yes,No,No,No,No,Don't Know,No,No,26-35
2014-08-27 14:41:09,36,Male,United States,IA,No,No,No,Not applicable,More than 1000,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,some,some,No,No,Don't Know,No,36-45
2014-08-27 14:41:16,33,Male,United Kingdom,Not Applicable,No,No,No,Rarely,1-5,Yes,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Yes,Don't Know,No,No,No,Don't Know,No,No,26-35
2014-08-27 14:44:29,25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't Know,No,No,some,Yes,No,No,Don't Know,No,26-35
2014-08-27 14:45:12,23,Male,United States,AL,No,Yes,Yes,Sometimes,,No,No,Don't Know,No,No,No,Don't Know,Don't Know,No,No,Yes,Yes,Don't Know,Yes,Don't Know,No,18-25
2014-08-27 14:45:45,54,Male,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Don't Know,No,Yes,Yes,Don't Know,Don't Know,No,No,No,Yes,No,No,Don't Know,No,46-55
2014-08-27 14:47:10,22,Male,United States,CA,No,No,No,Sometimes,More than 1000,No,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,some,No,No,Don't Know,Don't Know,No,18-25
2014-08-27 14:47:28,25,Non-binary/Other,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,some,some,No,No,Yes,No,26-35
2014-08-27 14:49:08,29,Male,Belgium,Not Applicable,No,No,No,Often,6-25,No,No,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,No,Yes,Yes,Don't Know,Don't Know,Don't Know,No,26-35
2014-08-27 14:49:30,27,Male,United States,MA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't Know,No,No,No,No,No,Yes,Yes,No,26-35
2014-08-27 14:51:29,30,Male,United Kingdom,Not Applicable,No,No,No,Never,6-25,No,Yes,No,No,No,Don't Know,Don't Know,very easy,No,No,some,Yes,No,Don't Know,Yes,No,26-35
2014-08-27 14:52:44,26,Male,United States,CA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Don't Know,Don't Know,No,some,No,No,No,Don't Know,No,26-35
2014-08-27 14:52:53,25,Female,Sweden,Not Applicable,No,Yes,No,Sometimes,6-25,No,Yes,Yes,Yes,Yes,No,Don't Know,somewhat easy,No,No,some,Yes,No,No,No,No,26-35
2014-08-27 14:53:11,31,Male,United States,CA,No,No,Yes,Sometimes,,No,No,No,Yes,No,Don't Know,Yes,Don't Know,No,No,some,No,No,No,No,No,26-35
2014-08-27 14:54:23,33,Male,United States,IN,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't Know,Don't Know,No,No,Don't Know,Don't Know,Don't Know,No,some,some,No,No,Don't Know,No,26-35
2014-08-27 14:54:56,34,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Don't Know,Yes,Yes,Don't Know,Don't Know,Don't Know,No,No,No,No,Don't Know,No,26-35
2014-08-27 14:57:46,34,Male,United States,WA,No,No,Yes,Sometimes,,Yes,Yes,No,No,No,No,Don't Know,somewhat easy,Yes,Yes,some,some,No,Don't Know,Don't Know,No,26-35
2014-08-27 14:58:01,29,Male,United States,IN,Yes,No,No,Not applicable,1-5,Yes,Yes,No,Yes,No,No,Yes,very easy,No,No,Yes,Yes,Don't Know,Don't Know,Yes,No,26-35
2014-08-27 14:59:59,33,Other/Unknown,United States,WA,No,No,No,Not applicable,6-25,No,Yes,No,No,No,No,Don't Know,somewhat difficult,Don't Know,No,some,some,No,No,Don't Know,No,26-35
2014-08-27 15:03:56,34,Male,Germany,Not Applicable,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,No,No,No,Don't Know,Don't Know,somewhat difficult,No,No,Yes,Yes,No,Don't Know,Yes,No,26-35
2014-08-27 15:04:41,26,Male,United States,OK,Yes,Yes,Yes,Rarely,,Yes,No,No,No,No,Don't Know,No,Don't Know,Don't Know,No,some,Yes,No,Yes,No,No,26-35
2014-08-27 15:05:00,32,Male,United States,MI,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't Know,No,No,some,Yes,No,Yes,Yes,No,26-35
2014-08-27 15:05:21,31,Male,United States,OH,No,No,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,Don't Know,Don't Know,Don't Know,No,some,No,No,No,No,No,26-35
2014-08-27 15:09:58,28,Male,United States,GA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't Know,Don't Know,No,Don't Know,Don't Know,somewhat difficult,Don't Know,Don't Know,No,No,No,No,No,No,26-35
2014-08-27 15:11:30,35,Male,United States,CA,No,Yes,No,Not applicable,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,very easy,No,No,some,Yes,No,No,Don't Know,No,36-45
2014-08-27 15:13:33,36,Male,United States,Not Applicable,No,Yes,Yes,Often,,No,Yes,No,Yes,No,No,Yes,very easy,No,No,some,some,No,No,Don't Know,No,36-45
2014-08-27 15:14:50,21,Male,United States,IN,No,Yes,Yes,Rarely,,No,Yes,Yes,No,No,Don't Know,Yes,Don't Know,No,No,Yes,Yes,Don't Know,Don't Know,Don't Know,No,18-25
2014-08-27 15:15:29,21,Male,United Kingdom,Not Applicable,No,No,Yes,Sometimes,6-25,No,No,Don't Know,Don't Know,No,No,No,very easy,Yes,No,some,No,No,Don't Know,No,No,18-25
2014-08-27 15:15:42,22,Female,United States,WA,No,No,No,Not applicable,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,somewhat easy,No,No,No,some,No,No,Yes,No,18-25
2014-08-27 15:20:53,41,Male,United States,WA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,No,Yes,Yes,Don't Know,somewhat difficult,Don't Know,No,Yes,some,No,Don't Know,No,Yes,36-45
2014-08-27 15:21:59,55,Male,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,very easy,No,No,Yes,Yes,No,No,Yes,No,56-65
2014-08-27 15:22:20,32,Female,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,somewhat easy,Don't Know,No,some,Yes,No,Don't Know,Yes,No,26-35
2014-08-27 15:22:26,21,Female,United States,CA,No,Yes,Yes,Rarely,26-100,No,Yes,Don't Know,Don't Know,Don't Know,No,Don't Know,somewhat easy,Yes,No,some,No,No,Yes,Don't Know,No,18-25
2014-08-27 15:22:43,45,Male,United States,MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,some,No,Don't Know,Don't Know,No,46-55
2014-08-27 15:22:45,27,Female,United States,WA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,No,Yes,Don't Know,Yes,Don't Know,No,No,No,No,No,No,26-35
2014-08-27 15:22:50,25,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,No,some,Yes,No,No,Yes,No,26-35
2014-08-27 15:22:52,34,Female,United States,NY,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,very difficult,Don't Know,Don't Know,some,some,No,No,Yes,No,26-35
2014-08-27 15:23:06,26,Female,United States,CA,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't Know,Don't Know,No,No,No,No,No,Don't Know,No,26-35
2014-08-27 15:23:07,41,Male,Canada,Not Applicable,No,No,Yes,Never,,No,Yes,Yes,Don't Know,No,Don't Know,Don't Know,somewhat easy,No,No,some,some,No,No,Don't Know,No,36-45
2014-08-27 15:23:19,27,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,No,Yes,Yes,Yes,Don't Know,No,No,some,Yes,No,Don't Know,Yes,No,26-35
2014-08-27 15:23:30,31,Other/Unknown,United States,IN,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Don't Know,Don't Know,No,No,Yes,Yes,No,No,Don't Know,No,26-35
2014-08-27 15:23:33,25,Male,Germany,Not Applicable,No,Yes,Yes,Often,26-100,Yes,Yes,No,No,No,No,Yes,somewhat easy,No,No,Yes,Yes,No,Yes,No,No,26-35
2014-08-27 15:23:51,26,Male,United States,NV,No,No,Yes,Sometimes,6-25,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Yes,Yes,some,No,No,No,No,No,26-35
2014-08-27 15:23:51,27,Female,United States,CO,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,Yes,No,No,Don't Know,No,26-35
2014-08-27 15:23:54,42,Male,New Zealand,Not Applicable,No,No,No,Never,,No,Yes,Don't Know,Don't Know,No,No,Don't Know,Don't Know,No,No,some,Yes,Don't Know,Don't Know,Don't Know,No,36-45
2014-08-27 15:24:22,29,Non-binary/Other,United States,CA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,No,No,Don't Know,very difficult,Yes,No,some,No,No,Don't Know,No,No,26-35
2014-08-27 15:24:27,25,Female,United States,CA,No,No,Yes,Sometimes,6-25,No,Yes,Don't Know,Don't Know,No,No,Don't Know,somewhat difficult,Yes,No,some,No,No,Don't Know,Don't Know,No,26-35
2014-08-27 15:24:28,33,Female,Sweden,Not Applicable,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,No,Yes,Yes,Don't Know,Don't Know,No,some,No,No,Yes,Don't Know,No,26-35
2014-08-27 15:24:47,31,Non-binary/Other,Zimbabwe,Not Applicable,Yes,Yes,Yes,Often,1-5,No,Yes,No,Yes,No,No,No,very difficult,Yes,Yes,No,No,Yes,No,No,Yes,26-35
2014-08-27 15:24:47,40,Female,United States,PA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,No,Don't Know,Don't Know,Don't Know,somewhat easy,Don't Know,Don't Know,No,No,No,No,Don't Know,No,36-45
2014-08-27 15:24:49,31,Male,United States,SC,No,No,No,Never,More than 1000,No,Yes,Don't Know,No,No,Don't Know,Don't Know,somewhat easy,Yes,No,some,No,No,No,Don't Know,No,26-35
2014-08-27 15:24:55,26,Male,Canada,Not Applicable,No,Yes,Yes,Often,26-100,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,very easy,No,No,Yes,Yes,No,No,Yes,No,26-35
2014-08-27 15:24:56,24,Female,United States,TX,No,Yes,No,Not applicable,,No,No,No,No,No,No,No,very difficult,Yes,Don't Know,No,No,No,Don't Know,No,Yes,18-25
2014-08-27 15:25:03,29,Male,United States,TX,No,No,No,Never,More than 1000,No,No,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,No,some,some,No,No,Don't Know,No,26-35
2014-08-27 15:25:09,48,Male,United Kingdom,Not Applicable,No,No,No,Not applicable,26-100,No,Yes,Don't Know,No,No,No,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,No,No,No,46-55
2014-08-27 15:25:16,35,Male,United Kingdom,Not Applicable,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,Don't Know,very difficult,Don't Know,Don't Know,some,Yes,No,Don't Know,No,Yes,36-45
2014-08-27 15:25:41,32,Female,United States,AL,No,No,No,Never,,No,Yes,Don't Know,Don't Know,No,No,Don't Know,Don't Know,Don't Know,No,No,some,No,Don't Know,Don't Know,No,26-35
2014-08-27 15:25:47,29,Male,Canada,Not Applicable,No,No,Yes,Sometimes,,No,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Yes,somewhat easy,Don't Know,No,some,some,No,Don't Know,Yes,No,26-35
2014-08-27 15:26:05,26,Male,United States,OR,No,Yes,Yes,Often,6-25,No,Yes,Yes,Yes,No,No,Don't Know,somewhat difficult,Don't Know,No,some,Yes,No,No,No,No,26-35
2014-08-27 15:26:37,28,Male,United States,NJ,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't Know,Don't Know,Don't Know,No,some,No,No,Don't Know,No,No,26-35
2014-08-27 15:26:40,23,Male,United States,CA,No,No,No,Not applicable,More than 1000,No,Yes,Don't Know,No,No,Don't Know,Don't Know,Don't Know,No,No,some,Yes,No,Don't Know,No,No,18-25
2014-08-27 15:26:57,35,Male,United States,CA,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,Don't Know,very difficult,Don't Know,Don't Know,some,some,No,Don't Know,No,Yes,36-45
2014-08-27 15:27:25,29,Male,Germany,Not Applicable,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't Know,No,No,No,Don't Know,very easy,Don't Know,No,some,some,Don't Know,Don't Know,Don't Know,No,26-35
2014-08-27 15:27:31,26,Male,United States,CA,No,Yes,No,Not applicable,6-25,No,Yes,Yes,Yes,No,Yes,Yes,very easy,No,No,some,Yes,Don't Know,Don't Know,No,No,26-35
2014-08-27 15:27:38,33,Male,United States,NH,No,Yes,Yes,Never,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Don't Know,Don't Know,Yes,Don't Know,Yes,some,No,No,Yes,No,26-35
2014-08-27 15:27:39,33,Male,United States,CA,No,No,No,Not applicable,More than 1000,Yes,Yes,Don't Know,No,Don't Know,Don't Know,Don't Know,Don't Know,Yes,No,some,No,No,Don't Know,Yes,No,26-35
2014-08-27 15:28:34,22,Male,Brazil,Not Applicable,Yes,No,No,Never,6-25,Yes,Yes,Don't Know,No,No,No,Don't Know,somewhat easy,No,No,Yes,Yes,Don't Know,No,Don't Know,No,18-25
2014-08-27 15:28:50,30,Female,Spain,Not Applicable,No,Yes,No,Not applicable,,No,Yes,No,No,No,No,Don't Know,Don't Know,Yes,Don't Know,No,No,No,No,Don't Know,No,26-35
2014-08-27 15:29:03,33,Male,United States,OH,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,Don't Know,somewhat easy,Yes,No,No,No,No,No,No,No,26-35
